psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
200237;Rural;Female;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;50;60;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;6;Only download apps that are free;22;Never been married;High school graduate (grade 12 or GED certificate);Not employed for pay;Less than $10,000;256,7
200246;Urban;Male;Yes;Yes;Yes;Yes;No;No;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;3;1;Disagree;Disagree;Agree;Disagree;Agree;Yes, have done this;Yes;3;Only download apps that are free;56;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed part-time; ;256,7
200247;Suburban;Male;Yes;No;Yes;Yes;No;Yes;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;40;2;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;57;Married;High school graduate (grade 12 or GED certificate);Disabled;$30,000 to under $40,000;256,7
200252;Suburban;Male;Yes;No;Yes;Yes;No;Yes;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;3;0;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;58;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;256,7
200275;Suburban;Male;Yes;No;No;Yes;Yes;No;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;5; ;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;10;Yes, have paid for app;35;Single;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$40,000 to under $50,000;256,7
200282;Urban;Female;Yes;Yes;Yes;Yes;No;Yes;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;3;0;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;65;Widowed;Some college, no 4-year degree (includes associate degree);Retired;$10,000 to under $20,000;256,7
200299;Rural;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;5;100;Agree;Agree;Disagree;Agree;Disagree;Yes, have done this; ;64;Only download apps that are free;18;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time; ;257
200302;Urban;Male;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;2;1;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;Yes; ; ;49;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$75,000 to under $100,000;257
200303;Suburban;Male;Yes;Yes;Yes;Yes;No;Yes;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;30;5;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;5;Only download apps that are free;46;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$40,000 to under $50,000;257
200306;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;25;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;No;1;Yes, have paid for app;37;Living with a partner;High school incomplete (grades 9-11);Employed part-time;$40,000 to under $50,000;257,1
200315;Urban;Male;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;2;1;Agree;Agree;Disagree;Agree;Disagree;Yes, have done this;Yes; ; ;60;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$150,000 or more;257,2
200317;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;20;5;Disagree;Agree;Agree;Disagree;Agree;Yes, have done this;Yes;15;Yes, have paid for app;35;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$100,000 to under $150,000;257,3
200322;Suburban;Male;Yes;Yes;Yes;Yes;No;No;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;15;15;Agree;Agree;Disagree;Disagree;Agree;No, have never done this; ; ; ;35;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;257,5
200328;Urban;Female;Yes;Yes;Yes;Yes;No;No;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;5;Agree;Neither agree nor disagree/Agree some-Disagree some;Agree;Disagree;Agree;No, have never done this;Yes;10; ;47;Divorced;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Not employed for pay;$20,000 to under $30,000;257,5
200347;Urban;Male;Yes;No;Yes;Yes;No;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;5;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;10;Yes, have paid for app;61;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$100,000 to under $150,000;257,7
200353;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;10;3;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;20;Yes, have paid for app;45;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$150,000 or more;258
200364;Rural;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;20; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;27;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$30,000 to under $40,000;258
200373;Suburban;Female;Yes;No;Yes;Yes;No;Yes;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this; ;10;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;37;Married;High school graduate (grade 12 or GED certificate);Disabled;$20,000 to under $30,000;258,3
200374;Suburban;Female;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;30;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;3;Yes, have paid for app;21;Living with a partner;High school incomplete (grades 9-11);Employed full-time;$10,000 to under $20,000;258,8
200376;Urban;Male;Yes;No;No;Yes;Yes;Yes;Yes;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;15; ;Agree;Agree;Disagree;Disagree;Disagree;No, have never done this; ; ; ;60;Divorced;High school graduate (grade 12 or GED certificate);Retired;$20,000 to under $30,000;259
200377;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;100;40;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes; ; ;52;Married;Technical, trade or vocational school AFTER high school;Employed full-time;$150,000 or more;259,1
200379;Rural;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;50;500;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;15;Only download apps that are free;28;Never been married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$40,000 to under $50,000;259,1
200401;Suburban;Male;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;8;4;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;10;Only download apps that are free;58;Married;Some college, no 4-year degree (includes associate degree);Retired;$150,000 or more;259,5
200405; ;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;7;7;Agree;Agree;Neither agree nor disagree/Agree some-Disagree some;Agree;Agree;No, have never done this;Yes;5; ;20;Single;High school graduate (grade 12 or GED certificate);Employed part-time; ;259,6
200406;Suburban;Male;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;4; ;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;35;Yes, have paid for app;40;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$100,000 to under $150,000;259,6
200409;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;15;300;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;45;Yes, have paid for app;19;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$50,000 to under $75,000;259,6
200411;Urban;Female;Yes;No;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;4;2;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;53;Widowed;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$75,000 to under $100,000;259,7
200420; ;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20;7;Agree;Agree;Disagree;Agree;Agree;No, have never done this;No; ; ;28;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$40,000 to under $50,000;259,7
200423;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20;10;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;49;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$40,000 to under $50,000;259,8
200445;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;2;20;Disagree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;50;Only download apps that are free;25;Never been married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed part-time;$10,000 to under $20,000;259,8
200446;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;10;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;72;Widowed;High school graduate (grade 12 or GED certificate);Employed full-time;$30,000 to under $40,000;259,8
200449;Rural;Female;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20;4;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes; ; ;43;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$40,000 to under $50,000;260
200452;Urban;Female;Yes;Yes;Yes;Yes;No;No;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;1;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;61;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;260,2
200470;Suburban;Male;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;100;12;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;39;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$75,000 to under $100,000;260,2
200471;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;5; ;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;10;Yes, have paid for app;54;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$50,000 to under $75,000;260,4
200481;Urban;Female;Yes;Yes;Yes;No;Yes;No;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;3;1;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;64;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$50,000 to under $75,000;260,4
200485;Suburban;Female;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;4;3;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes; ; ;52;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$50,000 to under $75,000;260,4
200504;Suburban;Female;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;3;Agree;Agree;Agree;Disagree;Agree;Yes, have done this; ; ;Yes, have paid for app;53;Separated;High school graduate (grade 12 or GED certificate);Employed full-time;$100,000 to under $150,000;260,7
200513;Urban;Female;Yes;Yes;Yes;No;No;No;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;1;Agree;Agree;Disagree;Disagree;Neither agree nor disagree/Agree some-Disagree some;No, have never done this;Yes;10; ;49;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time; ;260,7
200516;Suburban;Male;Yes;No;Yes;Yes;No;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;15;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;19;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay; ;261
200530;Suburban;Female;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;10;3;Disagree;Agree;Disagree;Agree;Disagree;Yes, have done this;No;10;Only download apps that are free;46;Divorced;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time; ;261
200534;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;1;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;Yes;10; ;41;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$30,000 to under $40,000;261,4
200539;Urban;Male;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;4;20;Agree;Agree;Agree;Agree;Disagree;No, have never done this;No; ; ;18;Never been married;High school incomplete (grades 9-11);Not employed for pay; ;261,5
200542;Urban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;20;1;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes;2; ;39;Living with a partner;College graduate (B.S., B.A., or other 4-year degree);Have own business/self-employed;$30,000 to under $40,000;261,7
200552;Urban;Female;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;5;200;Agree;Agree;Disagree;Agree;Agree;No, have never done this; ; ; ;24;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$40,000 to under $50,000;261,8
200564;Rural;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;20;200;Disagree;Agree;Agree;Agree;Agree;No, have never done this;No; ; ;18;Never been married;High school incomplete (grades 9-11);Employed part-time;$10,000 to under $20,000;261,9
200581; ;Male;Yes;No;Yes;Yes;Yes;No;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;100;200;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;8;Yes, have paid for app;69;Divorced;Some college, no 4-year degree (includes associate degree);Retired; ;262
200589;Suburban;Female;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;10;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;5;Only download apps that are free;41;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$100,000 to under $150,000;262,2
200593;Suburban;Female;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;8;12;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this; ; ; ;55;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;262,2
200594;Suburban;Male;Yes;No;Yes;Yes;Yes;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;16;50;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;No;3;Only download apps that are free;24;Living with a partner;Some college, no 4-year degree (includes associate degree);Employed part-time;$20,000 to under $30,000;262,5
200596;Rural;Female;Yes;No;Yes;Yes;No;Yes;Yes;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;7;0;Agree;Agree;Agree;Agree;Agree;No, have never done this;No; ; ;47;Married;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;$150,000 or more;262,8
200608;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;50;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes; ;Only download apps that are free;29;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$50,000 to under $75,000;262,9
200611; ;Female;Yes;No;Yes;Yes;No;Yes;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;1;Disagree;Agree;Disagree;Agree;Disagree;No, have never done this;Yes; ; ;56;Married;High school graduate (grade 12 or GED certificate);Disabled; ;263
200614;Suburban;Male;Yes;Yes;Yes;Yes;No;No;No;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;40;20;Agree;Agree;Disagree;Agree;Agree;No, have never done this;No; ; ;67;Living with a partner;High school graduate (grade 12 or GED certificate);Retired;$75,000 to under $100,000;263,2
200617;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;100;75;Agree;Agree;Disagree;Agree;Disagree;Yes, have done this;Yes;20;Yes, have paid for app;31;Living with a partner;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$50,000 to under $75,000;263,7
200618;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;20;25;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;6;Yes, have paid for app;42;Living with a partner;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;263,8
200622;Rural;Male;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;6;500;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes;5; ;19;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$20,000 to under $30,000;263,9
200626;Suburban;Male;Yes;No;Yes;No;No;Yes;No;No;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;12;2;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes;4; ;58;Divorced;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$50,000 to under $75,000;263,9
200627;Suburban;Female;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;3;500;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;4;Only download apps that are free;33;Living with a partner;High school graduate (grade 12 or GED certificate);Employed part-time;$40,000 to under $50,000;264,2
200637;Urban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;5;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;10;Yes, have paid for app;32;Divorced;Some college, no 4-year degree (includes associate degree);Not employed for pay;$10,000 to under $20,000;264,2
200656;Suburban;Male;Yes;No;Yes;Yes;No;Yes;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;25;5;Agree;Agree;Disagree;Disagree;Disagree;No, have never done this;No; ; ;30;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$30,000 to under $40,000;264,2
200660; ;Male;Yes;No;Yes;Yes;Yes;Yes;No;No;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;15;15;Agree;Disagree;Agree;Agree;Disagree;No, have never done this;No; ; ;23;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time;$10,000 to under $20,000;264,3
200704;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;5;400;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes;3; ;18;Single;High school graduate (grade 12 or GED certificate);Employed full-time; ;264,5
200707;Suburban;Female;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;2;3;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;5;Yes, have paid for app;27;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$50,000 to under $75,000;264,6
200713;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;12;4;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;4;Only download apps that are free;31;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;264,9
200728;Suburban;Male;Yes;No;Yes;Yes;No;No;No;Yes;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;3;0;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;59;Married;Technical, trade or vocational school AFTER high school;Not employed for pay;$50,000 to under $75,000;265
